Q1026040	mourning
Q96244	peter thomas
Q96377612	fabulous
Q975407	luz
Q982091	adrian
Q997147	orleans
Q1022654	guimarães
Q1026817	california guitar trio
Q1032916	canche
Q1035093	captain america
Q10368672	saved
Q10421659	atlantis
Q1042247	the message
Q1042247	message
Q10434784	hernán maisterra
Q1047938	guitar hero iii : legends of rock
Q10522032	henrik
Q106662	john lydon
Q106662	johnny rotten
Q106662	john joseph lydon
Q107559	gloria
Q10852547	shine
Q1086036	run
Q1086036	rhun ab arthal
Q1086036	rhun ap arthgal
Q1086036	rhun map arthgal
Q1086036	rhun ap artgal
Q1086036	rhun map artgal
Q1086036	run macarthagail , king of strathclyde
Q10889015	jian
Q10889015	zhonglie
Q10889015	yuanfu
Q10889015	zijing
Q10889015	yuanfan
Q10889015	baolunlou
Q10889015	baolunge
Q1089257	on the air
Q10895428	luan
Q11197628	elizabeth
Q11198287	emily
Q1123896	true love
Q1123896	true love ~jun'ai monogatari~
Q11246056	shinobu
Q11248508	temple
Q1138540	panorama
Q1139035	need for speed ii
Q1139035	nfs ii
Q1139035	need for speed ii se
Q1139035	need for speed ii : special edition
Q1139035	nfs 2
Q11511547	sara
Q1160640	lucia
Q1160640	lucia ( given name )
Q1160640	lucia ( first name )
Q11936660	metropolis
Q11976207	maria
Q120993	am
Q120993	mo-ti-liang-ni
Q120993	amīdivū mūdilyānī
Q120993	amedeo modiljani
Q120993	amedeo modilʹi︠a︡ni
Q120993	amedeo clemente modigliani
Q120993	a. modigliani
Q120993	amadeo modigliani
Q120993	a. modigliani
Q123190	jean piaget
Q123190	jean william fritz piaget
Q1265529	the eagle
Q1265529	orzeł
Q1265529	eagle
Q12796789	mirko
Q12796789	mirko ( given name )
Q12796789	mirko ( first name )
Q12857195	apocalypse
Q12857195	apocalypse : caught in the eye of the storm
Q12857506	live
Q13036288	vicki
Q13036288	vicki
Q134	b
Q134	queen 's bishop
Q134	bishop
Q13429633	angels
Q1348423	salvador
Q1348664	rockwell international
Q1348664	rockwell
Q13990991	force
Q13990991	daforce
Q13990991	daforce
Q13990991	da force
Q13990991	force dog
Q13990991	daforce dog
Q13990991	daforce dawg
Q1403256	radio nowhere
Q1403510	the invitation
Q1403510	invitation
Q1403510	l'invitation
Q141705	amos
Q14199177	luis garcía
Q14199177	luis amado garcía
Q14199177	luis amado garcia
Q14199177	luis garcia
Q1427982	fleming
Q1434730	isabella
Q14650387	carpenter
Q14650387	carpenter ( family name )
Q14672975	the mountain
Q1500804	knox
Q15042433	love
Q15078247	james harris
Q15088590	five
Q15304085	french
Q15304085	french ( surname )
Q154382	józef poniatowski
Q154382	jozef poniatowski
Q1544011	pathé
Q1544011	pathé frères
Q1544011	pathé !
Q1544011	société pathé frères
Q1544011	pathé brothers company
Q1544011	pathe
Q1544011	pathe freres
Q1544011	societe pathe freres
Q1544011	pathe brothers company
Q1544011	pathé frères ( france )
Q1549591	large city
Q1549591	city 100000+
Q158607	marine
Q158607	zeegezicht
Q158607	seascape
Q1587932	for my father
Q1591928	john gilbert
Q1591928	sir john gilbert
Q1591928	sir gilbert
Q1591928	john gilbert ( sir )
Q159241	dc
Q16015315	david thomas
Q16015315	david john thomas
Q16019616	david kui kong young
Q1605643	alexander
Q16205577	charlie brown
Q16242374	another collection of home recordings
Q16242722	at the edge
Q16247712	dead
Q16249721	joker
Q16274896	andre
Q16281226	scot
Q16281226	scot ( first name )
Q16281226	scot ( given name )
Q1659484	hill
Q1659484	town of hill
Q16610530	the sun
Q16844015	boi
Q16883888	storm
Q16954514	bunker
Q16958992	underworld
Q16961075	saint
Q17006878	joy
Q17008028	requiem
Q17025744	miracle
Q17027975	universe
Q17034314	silver
Q17053143	full moon
Q17056944	mythologies
Q17062903	stalker
Q17214661	ray
Q17442682	neal
Q17442682	neal ( given name )
Q17442682	neal ( first name )
Q17756	bruno
Q17778394	greatest hits
Q1797902	charlotte fich
Q1809902	rex
Q1809958	notorious
Q18166175	merry-go-round
Q1825988	justice
Q18350543	aids
Q18389467	the clown
Q18389467	clown
Q1841812	gloria
Q18515689	vengeance
Q1852084	libertarian socialism
Q18603048	the vote
Q18603048	vote
Q18713788	redemption
Q18915538	panorama
Q1926757	patterson
Q1929865	marathon
Q1929865	marathon , iowa
Q193669	hud
Q195383	ryoichi kurisawa
Q19768159	kerry
Q19803462	amy
Q19803462	amy : the girl behind the name
Q19818134	abdul
Q19818134	abdul ( given name )
Q19818134	abdul ( first name )
Q1984493	nia
Q1984493	nia ( first name )
Q1984493	nia ( given name )
Q2	earth
Q2	blue planet
Q2	terra mater
Q2	terra
Q2	planet earth
Q2	tellus
Q2	sol iii
Q2	sol 3
Q2	sol d
Q2	blue marble
Q2	🗺
Q2	the earth
Q2	⊕
Q2	gaia
Q2	the world
Q2	globe
Q2	the blue gem
Q2	pale blue dot
Q2000598	steven curtis chapman
Q202236	darius ii
Q20495054	gloria
Q20512183	fire
Q20571718	ace
Q2059704	television director
Q2059704	tv director
Q20711813	into the sun
Q20758225	the way
Q20802006	cats
Q20813910	portland
Q20898927	tori
Q20898927	tori ( first name )
Q20898927	tori ( given name )
Q210041	camp
Q210041	cyclic adenosine monophosphate
Q210041	adenosine 3',5'-cyclic monophosphate
Q210041	adenosine 3',5'-cyclic phosphate
Q210041	( 1r,6r,7r,8r ) -8- ( 6-aminopurin-9-yl ) -4-hydroxy-4-oxo-3,5,9-trioxa-4 $ l^ { 5 } -phosphabicyclo [ 4.3.0 ] nonan-7-ol
Q210041	cyclic adenosine 3',5'-phosphate
Q210041	cyclic 3',5'-amp
Q210041	3 ' 5'-cyclic amp
Q210041	acrasin
Q210041	adenosine 3,5'-cyclic monophosphoric acid
Q210041	adenosine cyclic monophosphate
Q210041	adenosine 3,5'-cyclic monophosphorate
Q210041	adenosine-cyclic-phosphate
Q210041	adenosine 3',5'-cyclophosphate
Q210041	6- ( 6-amino-9h-purin-9-yl ) tetrahydro-4h-furo [ 3,2-d ] [ 1,3,2 ] dioxaphosphinine-2,7-diol 2-oxide
Q210041	adenosine 3',5'-monophosphate
Q210041	cyclic 3',5'-adenylic acid
Q210041	( 4ar,6r,7r,7as ) -6- ( 6-amino-9h-purin-9-yl ) -2,7-dihydroxy-hexahydro-1,3,5,2 $ l^ { 5 } -furo [ 3,2-d ] [ 1,3,2 $ l^ { 5 } ] dioxaphosphinin-2-one
Q210041	adenosine cyclic-monophosphate
Q210041	adenosine-cyclic-phosphoric-acid
Q210041	cyclic 3',5'-adenylate
Q210041	3',5'-cyclic amp
Q210041	cyclic adenosine monophosphate
Q210041	cyclic amp
Q210041	cyclic adenylic acid
Q210041	3'-5'-cyclic adenosine monophosphate
Q21198161	empire
Q21427023	amy
Q21475215	queen
Q2148601	irene
Q21694028	in the beginning
Q2171706	petrov
Q2233907	illegal
Q2252119	condon
Q2252119	condon , oregon
Q2279195	shinya
Q2289788	sam stayman
Q2289788	samuel m. stayman
Q22907192	cherry
Q23001024	dice
Q23044953	power
Q23461760	fable
Q23577	dexter
Q2361836	grass
Q2392320	taner
Q2392320	taner ( given name )
Q2392320	taner ( first name )
Q240199	sara rue
Q2437884	return to sleepaway camp
Q24475087	hase
Q25095664	jackson
Q25095725	anniversary
Q25206970	john hughes
Q25212607	light
Q25212607	district of light
Q25218209	fastlane
Q25340061	bedlam
Q2537367	greatest hits
Q2541422	green day : rock band
Q2575793	florida
Q2575793	florida , orange county , new york
Q2575793	florida , new york
Q2604288	ragtime
Q2630695	metal gear acid
Q2630695	metal gear ac ! d
Q2642613	alexander maria virgolini
Q2667798	dark horse
Q2668783	holloway
Q26720173	henry wadsworth
Q26884615	eleven
Q27044293	the lion king
Q27230898	gus
Q2728842	my wife
Q2734367	digimon world 4
Q2736390	louisville
Q2736390	louisville , kansas
Q2739605	anne of green gables : the continuing story
Q2742896	d2
Q2752852	new day
Q27578594	mary
Q278006	rahman
Q2784943	floating
Q27957927	tully
Q279676	michael kohlhaas
Q28003093	fireball
Q28121	alice
Q28121	alice , north dakota
Q28147316	cristina fernández
Q28150775	moritz
Q28230650	top model
Q28445587	never
Q28451677	hair
Q28457782	home
Q2858977	april
Q2858977	aprile
Q28698773	monika
Q2870043	attention deficit
Q28859288	robinson
Q28859288	the journey
Q28939624	volcano
Q28970972	flower
Q28970972	flower the movie
Q28970972	flower film
Q28970972	flower movie
Q28970972	flower movie 2018
Q29366559	thin ice
Q295416	luis garcía
Q295416	luis garcía sanz
Q295416	luis garcia
Q295416	luis garcia sanz
Q29592746	facing up
Q29901661	hair
Q30123614	aamir
Q30130834	eagle
Q3047725	lullaby
Q3048518	georgia gibbs
Q30599196	namesake
Q3061501	every extend extra
Q307602	flower
Q308046	angela
Q312657	chuck jones
Q312657	charles martin jones
Q312657	charles m. jones
Q3153881	inverness
Q3153881	inverness , quebec
Q316857	stiller
Q31842147	stryker
Q3226512	the king
Q3226512	king
Q3227602	liverpool
Q3227602	liverpool , new south wales
Q3227602	liverpool , new south wales , australia
Q3240990	davis
Q3283222	pop
Q328391	henry
Q328391	henry i
Q328391	henry v
Q328391	henri i , comte de luxembourg
Q328941	clarksville
Q32907	domino
Q32979117	elizabeth
Q32979117	libby
Q3339026	new world
Q3346213	viennese nights
Q3370374	dmitrijs jurkevičs
Q3372507	charlie brown
Q338433	friedrich naumann foundation
Q3435517	why
Q3468738	memories
Q3477261	secrets
Q3507645	symphony no. 1
Q3510559	easy
Q3566436	warriors
Q3568301	will smith
Q3595959	howard
Q3595959	howard ( given name )
Q3595959	howard ( first name )
Q366242	adoor gopalakrishnan
Q366242	adoor
Q3667388	seduction
Q3695154	chino
Q36957548	jaime
Q3697532	cristina gaioni
Q3697532	maria cristina gaioni , cristina gajoni , cristina gaioni visentin
Q37042198	edmond
Q3708396	granville
Q3708396	granville , new york
Q3739461	far cry
Q3751978	frankenstein
Q3766541	giovanni battista
Q3766541	giovanni battista ( first name )
Q3766541	giovanni battista ( given name )
Q377526	james brice
Q3785449	hiawatha
Q381082	the younger
Q381082	valdemar iii von schleswig , king of denmark
Q3823494	highway patrol
Q3835424	pittsburgh civic arena
Q3850444	mary carson breckinridge
Q3850444	mary breckinridge
Q3862829	moran
Q38926	news
Q39000006	strømstad
Q39072094	midland
Q39074422	animal
Q3928155	rama
Q3953818	sebastián grazzini
Q3953818	sebastian grazzini
Q3957	town
Q3973807	stolen
Q3973807	stolen lives
Q3985855	the best
Q4022954	you
Q4033931	amnesia
Q4051335	the truth
Q4080243	tour
Q4205426	carlo
Q4205426	carlo ( given name )
Q4205426	carlo ( first name )
Q42188414	the day
Q42193343	nature
Q42195814	spain
Q423651	atv
Q4237347	aleksei kravchenko
Q4237347	aleksey kravchenko
Q4237347	aleksey yevgenyevich kravchenko
Q4255674	aleksandr lebedev
Q4255674	aleksandr alexeyevich lebedev
Q42610009	conductor
Q4282425	mars
Q428607	die happy
Q4305456	my love
Q4347438	boys
Q4352760	nigel slater
Q44004382	let there be light
Q4446299	yes , madam
Q4446299	police assassins
Q450742	messing
Q450742	messing ( surname )
Q451997	regina
Q451997	irena jalšovec
Q45375	alex harvey
Q45375	the sensational alex harvey band
Q45375	the alex harvey soul band
Q463773	pyotr durnovo
Q4691835	age
Q4726519	aliens
Q4729787	things fall apart
Q4762044	angel
Q4762936	angelo pizzetti
Q4772324	anthony crank
Q4777736	anugerah aidilfitri
Q48068648	storm
Q48469141	breathe
Q4848454	baillie
Q4895274	john elliott
Q4895274	sir john huxtable elliott
Q4895274	sir john elliott
Q4895274	john huxtable elliott
Q4895274	j.h.elliott
Q4909617	william johnson
Q49267	henderson
Q4927938	bloodguilt
Q4979778	sparkle
Q50397076	in the beginning
Q5079759	charles kent
Q50845752	redux
Q5096650	chief
Q5098292	children
Q51077441	john williams
Q51077441	johnny williams
Q51126315	nightmare
Q5112911	christopher moynihan
Q5115115	cho
Q5115115	toh
Q5115115	too
Q5115115	chǔ
Q5115115	chù
Q51153767	for better or worse
Q51159396	ping pong
Q51206639	still
Q51266597	madness
Q5128183	classic masters
Q5146076	collection
Q51574160	katie
Q51576258	yuta
Q51576258	yuuta
Q5181991	crane
Q5191724	steeple
Q52259626	coach
Q5237159	david marshall
Q525669	elmwood
Q525669	elmwood , nebraska
Q5274884	diego fernando de la torre
Q528011	richie kotzen
Q5302970	down in the tube station at midnight
Q5308246	drol
Q535501	chat
Q5364563	na
Q55017340	a singer
Q55031310	charlotte
Q5504140	friends
Q55058230	boy
Q5509285	broadway
Q552500	christopher
Q552500	christopher haugaard nissen ( christopher lund nissen
Q5525118	gary geiger
Q55456469	the mayor
Q55593624	local government area
Q55631879	rock island
Q5584335	gor
Q56216729	tomorrow
Q56403399	tau
Q56403399	tuni
Q5643078	halloween
Q5692506	alternative
Q5771660	classics
Q57734292	phoenix
Q5785466	sometimes
Q5806	mecca
Q5806	makkah al-mukarramah
Q5806	bakkah
Q5806	the holy city of mecca
Q5806	umm al-qurā
Q5806	mother of all settlements
Q5806	makkah
Q5806	holy city of mecca
Q58448370	holiday
Q5874620	hob gadling
Q5874620	robert gadling
Q58754074	pilot
Q58754074	instinct pilot
Q58754074	instiиct pilot
Q5882124	holly kiser
Q58835971	lauren
Q5960061	kitty
Q5975887	navy
Q5975887	navy
Q5981418	ian dobson
Q6029205	infectious
Q604094	nova
Q604094	super nova
Q604094	`` hollywood '' nova
Q604438	new wave
Q6059565	invasion
Q6059565	invasion ( upstairs )
Q60746101	this is my life
Q60760300	thank you
Q60775073	doctor
Q60778167	plate
Q6081994	bloomers
Q6091150	it 's a jungle
Q6099636	ivory
Q6138673	jim
Q6138673	macauley
Q615196	italianate architecture
Q616443	moon
Q61780883	leonard
Q61780883	леонард
Q6183819	jerry jaxon
Q619374	ever after
Q620655	appaloosa
Q625994	meeting
Q625994	convention
Q625994	conf
Q62700791	solitude
Q6281408	joseph beattie
Q6305752	jules bledsoe
Q6312887	jungle queen
Q63459991	bauer
Q63532845	alfred
Q63533661	the butler
Q636219	gears of war
Q636219	gow ( 2006 )
Q636219	gow
Q63883681	adoration
Q63890113	walter
Q63892151	character
Q63894069	alexandre
Q63894611	barney
Q64149764	thanasis
Q6438289	kristine
Q6480163	lalah hathaway
Q65055391	ultimatum
Q65065349	ping pong
Q65066571	live !
Q65119332	sarah vaughan
Q65163964	europa
Q65386753	john
Q6546113	light years
Q6548173	lillian mcmurry
Q6557710	window
Q66137915	gloria
Q6690289	love
Q6690289	love ( first name )
Q6690289	love ( given name )
Q66913273	georgia gibbs
Q66913273	georgia mae gibbs
Q669156	horst
Q6780124	mary lou fallis
Q67992224	band
Q67992224	al-band
Q6872509	miracles
Q6899097	money
Q6907437	moon
Q6936780	munna bhai
Q6936780	murli prasad sharma
Q6944998	my beloved
Q69567393	the return
Q6966749	nash
Q6966749	trefonnen
Q6966749	nash , newport
Q697125	anna proclemer
Q7021527	nez
Q70400	ludwig suthaus
Q7042310	niño gelig
Q709532	morgan taylor
Q7134227	paradise
Q7194347	pilot
Q7194347	gilmore girls pilot
Q7202986	play
Q7256458	psychopathia sexualis
Q7316500	resurrection
Q731908	pop
Q7340338	rob margolies
Q7348764	robert paterson
Q7381160	russ johnson
Q7382646	rusty ryal
Q7382646	rusty allen ryal
Q739641	howrah bridge
Q739641	new howrah bridge
Q739641	second howrah bridge
Q743755	thomas jefferson
Q7497349	shine
Q7498678	shirley
Q7519840	simon baker
Q7546132	smoky babe
Q7564162	soul
Q7564638	sound
Q7565360	south africa
Q7586592	srđan branković
Q7605002	stay
Q7620091	storm
Q7644005	supernatural
Q7674255	tad weed
Q7674255	thurlow `` tad '' weed
Q7722226	chase
Q7722422	the chief
Q7741073	the hunter
Q7746947	the leopard woman
Q7746947	leopard woman
Q7752474	the mountain
Q7757908	the power
Q7766983	the stream
Q7804881	time
Q7837525	tree
Q7907697	v
Q8037700	wrecking crew
Q82774957	hard place
Q841707	smile
Q84605237	timmy
Q846785	action
Q846785	action ( physics )
Q858279	puffinus
Q86817014	joe
Q873419	mocca
Q927470	chico
Q937934	alexander hamilton
Q946420	giovanni
Q946420	giovanni di paolo di grazia
Q946420	giovanni di paolo
Q951182	lincoln
Q951182	town of lincoln
Q95209658	kill the poor
Q954621	richards
Q95612785	parade
Q959011	mandy
Q961975	hannibal
Q963315	williams
Q963315	williams , minnesota
Q9730	western classical music
Q9730	western art music
Q9730	european classical music
Q982490	mason
Q982490	mason , texas
Q993782	everybody
Q1000094	you 're dead
Q1001852	franklin
Q1001852	franklin , missouri
Q1023553	sterling
Q1062911	character
Q10676	genesis
Q10676	mega drive
Q10676	md
Q10676	sega md
Q10676	sega md
Q10676	sega mega drive
Q10676	sega genesis
Q10676	smd
Q10676	sg
Q11190124	alain
Q11195763	desire
Q11195763	la boheme
Q11230556	lucky
Q11257420	asuka
Q11257420	yamaguchi asuka
Q1143118	interactive fiction
Q1143118	text adventure
Q1143118	interactive book video game
Q1143118	interactive ebooks
Q1143118	interactive fiction
Q1168095	the tomb
Q1168095	tomb
Q1174148	david daker
Q1180912	deadline
Q11881728	matti vanhanen
Q1190728	las colonias department
Q11972507	greatest hits
Q1199283	harry potter and the half-blood prince
Q12058853	resolution
Q12311179	felix
Q12652678	davis
Q12652678	davis ( family name )
Q12652678	davis ( surname )
Q1281134	forbidden
Q128244	waco
Q128244	waco , texas
Q1284292	edgard de larminat
Q1284405	walter müller
Q12872062	angelos antonopoulos
Q12872062	aggelos antonopoulos
Q1309793	ben
Q1311946	montgomery
Q1311946	montgomery , montgomeryshire
Q1311946	montgomery , powys
Q1311946	trefaldwyn
Q1323795	peter weiß
Q13307	na
Q1344080	jaleco
Q1344080	japan leisure corporation
Q13468865	class
Q13480879	gérard
Q13480879	gérard ( given name )
Q13480879	gérard ( first name )
Q13653182	nice
Q1367960	nobita
Q1367960	noby
Q1367960	noby nobi
Q1370036	silhouette
Q1421215	storm
Q1479183	without me
Q14899148	natalie
Q14899148	natalie ( given name )
Q14899148	natalie ( first name )
Q1507803	george lucas
Q15124788	acid
Q15392164	finn
Q15479749	dominique
Q15479749	waltraud isoldé elchlepp
Q15480679	amsterdam
Q155169	21
Q1552113	western
Q1570535	run
Q1571078	halifax
Q1571078	town
Q1571078	htafc
Q1574345	the promise
Q15793445	little red
Q1583536	alex
Q15843815	sales
Q15843815	sales fr
Q15843815	sales ( sarine )
Q15843815	sales ( sarine ) fr
Q15845065	secrets
Q15866322	the truth
Q15931555	fargo
Q15931555	fargo tv
Q16175203	cheetah
Q16197847	clifton
Q16211524	athlete
Q16228327	grover
Q1623348	hogan
Q16275316	dave
Q16275316	dave ( given name )
Q16275316	dave ( first name )
Q16278009	kit
Q16278009	kit ( first name )
Q16278009	kit ( given name )
Q16278018	kitty
Q16278018	kitty ( given name )
Q16278018	kitty ( first name )
Q1634991	operation thunderbolt
Q1645805	san francisco
Q1645805	san francisco , lempira
Q16502	world
Q16502	natural world
Q16502	the world
Q16502	world
Q16536077	beckett
Q16536077	cuthbert beckett
Q165745	mercury records
Q165745	mercury music group
Q16725900	home for christmas
Q1686150	the hunter
Q1686150	hunter
Q16865623	clements
Q16869946	finn
Q16882248	roman
Q1692212	malcolm
Q16953047	cry
Q16955609	neon
Q16984428	blue
Q16996976	innercity griots
Q172153	era
Q17219209	happy
Q1724915	use
Q1724915	purpose
Q1724915	utility
Q1724915	function
Q1724915	usage
Q17497500	five
Q175283	victoria
Q1779998	luz
Q179900	david
Q179900	david ( michelangelo )
Q179900	david michaelangelo
Q179900	david of michelangelo
Q179900	michelangelo 's david
Q179900	michaelangelo 's david
Q179900	davis ( michaelangelo )
Q18153874	secrets
Q18162286	mare
Q18164874	worlds
Q18213953	andy
Q1828555	arab
Q18294	williams
Q18331615	cargo
Q1850418	out of control
Q185194	vulpes
Q18535548	david thomas
Q18535548	dafydd ddu eryri
Q18636092	louise
Q18648865	rafael
Q18677107	broken
Q18809277	porter
Q1886142	glenwood
Q1886142	town of glenwood
Q1886636	pierce
Q1886636	town of pierce
Q1901	no
Q1901	element 102
Q1901	unb
Q1901	unnilbium
Q1901	102no
Q192353	jethro tull
Q192353	tull
Q1933194	notorious
Q1942212	dune
Q1942741	crookston
Q1942741	crookston , nebraska
Q19627450	home
Q19664222	robert smith
Q19817852	curtis
Q19817852	curtis ( given name )
Q19817852	curtis ( first name )
Q19829631	kennerly kitt
Q19897862	joey
Q19941534	cat
Q199487	john vi
Q199487	pope john vi
Q199487	ioannes vi
Q20012161	21
Q205763	breath
Q205763	숨
Q205763	soom
Q20649949	khalifa
Q207112	zlatan alomerović
Q20802218	the city of san francisco
Q20813656	live in london
Q20814204	the greatest hits
Q208781	1997–1999
Q20899678	the wolf
Q20926188	heaven
Q20967624	free
Q21009254	odyssey
Q21009254	l'odyssée
Q21027328	nappy
Q21059163	wife
Q2107047	battling with buffalo bill
Q211723	speed metal
Q2126044	grover
Q2126044	grover , colorado
Q2142036	turok
Q21450162	palermo
Q21453617	ustinov
Q21487824	figueroa
Q217199	soundtrack
Q217199	sound track
Q217199	original soundtrack
Q217199	ost
Q21775813	maze
Q2189590	stephenson
Q223880	emma
Q2259408	pinky
Q2270725	smash
Q2270725	demolition smash
Q2278185	lyons
Q2307610	into the night
Q2310417	danger
Q2310417	franck rivoire
Q23111	suffolk
Q23111	sfk
Q23457534	anand
Q23457534	anand ( first name )
Q23457534	anand ( given name )
Q2358589	josé maría vargas ponce
Q2358589	jose maria vargas ponce
Q23647143	run
Q239033	pascale arbillot
Q2417586	scandinavia
Q2417586	village of scandinavia
Q24302513	pete
Q2431192	crazy taxi 3 : high roller
Q2431192	crazy taxi 3
Q2456185	chester
Q2456185	chester , west virginia
Q2465601	greatest hits
Q2479534	tarzan
Q25190495	keith
Q25190495	yuri jew
Q25227	an
Q25227	dutch antillean
Q25227	netherland antilles
Q25227	dutch west india
Q25227	the netherlands antilles
Q25227	dutch antilles/west indies
Q25227	antillen
Q25227	netherland antillies
Q25227	n.w.i .
Q25227	netherland west indies
Q25227	netherlands-antilles
Q25227	nederlandse antillen
Q25227	dutch antilles
Q25227	dutch west indies
Q25227	netherlands antilleans
Q25227	netherlands west indies
Q25227	iso 3166-1 : an
Q25227	netherlands antillean
Q25352336	alone
Q25354	jay
Q25471409	triangle
Q2551479	carlos alomar
Q2551479	00088516149 ipi
Q2551479	c.alomar
Q2558420	cornell
Q2558420	cornell , illinois
Q2625613	shrek the third
Q2625628	moderns
Q26269488	cold sweat
Q263542	griffith
Q2671743	elliott
Q2680	bruce willis
Q2680	walter bruce willis
Q26838137	abdul rahman
Q26838137	abdul rachman
Q26858736	ivan
Q272794	laurie r. king
Q272794	laurie king
Q272794	leigh richards
Q2731595	golf
Q27437581	porcupine
Q27437581	the porcupine
Q2745140	alma
Q2745140	alma , michigan
Q2751335	caesar
Q27681070	ben
Q28071144	raye
Q28071144	rachel keen
Q28071144	raye
Q28071144	rachel agatha keen
Q28452119	catch me if you can
Q28453069	the reason
Q2860802	arena
Q28682724	wrecking crew
Q28763037	engineer
Q28864713	branco
Q2888801	latin
Q2894702	belle
Q29169568	cook
Q2977	cathedral
Q2995053	constellation
Q3003757	cross
Q3022168	democracy
Q3022227	demons
Q3043297	deja vu
Q3046483	east
Q3046483	olivier kponton
Q3047547	edge
Q30605824	soul
Q30612342	swordsman
Q308069	abderrahim ouakili
Q308251	abdolhossein hazhir
Q308251	abdolhosein hazhir
Q308251	abdolhossein hajir
Q308251	abdolhossein hajeer
Q3101983	george wallace
Q3101983	george henry wallace
Q312853	neal stephenson
Q312853	neal town stephenson
Q312853	stephen bury
Q3141	melbourne
Q3141	melbourne , victoria
Q3141	melbourne , australia
Q3141	greater melbourne
Q3178478	inc .
Q31817463	neighborhood
Q31856821	india
Q3267404	luna
Q3275031	i
Q3280545	major general
Q3280545	maj gen
Q3280545	mg
Q3280545	majgen
Q3300297	maurice
Q33106631	governor
Q3321006	dragon
Q33259179	maxence
Q3368532	pat coombs
Q3413655	ram lakhan
Q3472054	sands of time
Q3476868	cooper
Q34918	the wanted
Q34918	lads
Q34918	tw
Q3507647	symphony no. 1
Q3509953	the legend
Q3531952	ko
Q3545344	holiday
Q3553416	cary williams
Q3553416	cary eric williams
Q3634007	kishan maharaj
Q3696246	vu
Q3704233	deadline
Q3704233	deadline
Q37242598	getty
Q37505187	sabri
Q3783266	happy
Q3817910	spike
Q384734	marshall
Q384734	town of marshall
Q385494	the return
Q385494	return
Q385494	vozvrashcheniye
Q385494	vozvraschenie
Q385893	chester
Q385893	town of chester
Q3875198	new day
Q3925883	pupo de luca
Q3989718	the turn
Q4050078	stay
Q4127172	a time to die
Q4127172	time to die
Q4227	james coburn
Q4227	coburn
Q4227	james harrison coburn iii
Q42306789	saitō
Q42306789	齋藤
Q42306789	さいとう
Q42308155	leo
Q426069	200
Q42675821	personal
Q4268	east coast
Q4268	american east coast
Q4268	atlantic seaboard
Q4268	history of the east coast of the united states
Q4268	us east coast
Q4268	east coast u.s .
Q4268	eastern seaboard
Q4268	east coast of the us
Q4268	eastern-seaboard
Q4268	u.s. atlantic coast
Q4268	eastern seaboard of the united states
Q4268	geography of u.s. east coast
Q4268	east coaster
Q4268	atlantic coast
Q4268	u.s. east coast
Q4268	united states east coast
Q4268	geography of the eastern united states
Q42723367	lea
Q4370761	poltava
Q4456167	terri
Q45632	santiago
Q459211	ruta lee
Q4646746	?
Q4703682	al clauss
Q4704965	al wickland
Q4734382	alone
Q4823540	australia
Q482964	depeche mode
Q4839297	back in the day
Q485408	washington county
Q485408	washington county , minnesota
Q48674188	beast
Q487119	compton
Q487119	compton , california
Q487119	city of compton
Q4877647	beautiful
Q48790108	steel
Q48796606	the inheritors
Q48929	burton
Q48929	brewers
Q48929	albion
Q48929	bafc
Q48988275	tonight
Q491713	sound
Q4932206	law
Q494739	miracle
Q495377	richmond
Q495377	richmond , california
Q5039154	carey
Q5039154	carey family name
Q5039154	carey surname
Q5095553	giants
Q5095553	chicago giants
Q5095553	columbia giants
Q51153735	job
Q514254	george hurley
Q517	napoleon
Q517	napoléon bonaparte
Q517	le petit caporal
Q517	le corse
Q517	napoleone di buonaparte
Q517	napoleon i , by the grace of god and the constitutions , emperor of the french and king of italy
Q517	empereur des français napoléon i
Q517	napoleon buonaparte
Q517	emperador dels francesos napoleó i
Q517	napoleone bonaparte
Q517	napoleone buonaparte
Q517	emperador de francia napoleón i
Q517	napoleon i
Q517	napoleon bonaparte
Q517	the corsican napolean
Q517	emperor of the french napoleon i
Q517	the little corporal
Q517	napulione buonaparte
Q517	napulione di buonaparte
Q5182165	crank
Q5213276	oxford
Q5213276	city
Q5213276	ocfc
Q52376562	christmas
Q5258475	dennis hale
Q52672377	spring break
Q532	village
Q532	small town
Q532	village
Q5340680	eduardo manzano
Q5354087	eldorado
Q5363220	elizabeth milne
Q5365606	elliott
Q540772	branko
Q5408389	eugeniusz koszutski
Q54578877	murray
Q5469316	forever
Q54819574	irrational
Q5492087	magic
Q5492760	rockin ' kats
Q5494880	fred cooke
Q5494880	frederick b. cooke
Q55002148	parsons
Q55023750	sofia
Q550244	jacques-germain soufflot
Q550244	jacques-gabriel soufflot
Q550244	jacques germain soufflot
Q550244	jacques gabriel soufflot
Q550244	j. g. soufflot
Q550244	m. soufflot
Q550244	feu m. soufflot
Q550244	g. soufflot
Q5503416	friction , baby
Q55150499	dance
Q5532787	genesis
Q5532787	tyler dayspring
Q5532787	tolliver
Q55605442	bill , the galactic hero
Q562304	hook
Q56411728	deep
Q56526557	ever after
Q5660825	harold gore
Q568518	love at twenty
Q568518	l'amour à 20 ans
Q568998	bill dineen
Q5721497	henry fowle durant
Q575758	mason
Q576242	faster
Q5782548	daniel haglund
Q5881966	holly dunn
Q58835843	poison
Q5888049	home
Q5943433	hungry
Q5952747	physician
Q5971434	ii
Q5973719	isaac
Q5975905	i am
